ID	Startzeit	Fertigstellungszeit	E-Mail	Name	Aussprache	Aufwachsen	Lebensmittelpunkt	Alter
695	3.28.20 18:46:44	3.28.20 18:47:11	anonymous		karantäne	Berlin	Berlin	41-50
696	3.28.20 19:05:05	3.28.20 19:05:29	anonymous		karantäne	Schleswig-Holstein	Berlin	18-30
697	3.28.20 19:13:17	3.28.20 19:13:42	anonymous		karantäne	Berlin	Berlin	31-40
698	3.28.20 22:38:24	3.28.20 22:38:42	anonymous		kwarantäne	Bayern	Bayern	18-30
699	3.29.20 2:55:08	3.29.20 2:55:47	anonymous		kwarantäne	Wien	Wien	51-60
700	3.29.20 7:45:00	3.29.20 7:46:00	anonymous		karantäne	Sachsen	Berlin	18-30
701	3.29.20 9:09:27	3.29.20 9:10:05	anonymous		karantäne	Nordrhein-Westfalen	Niedersachsen	61-70
702	3.29.20 9:38:30	3.29.20 9:38:59	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
703	3.29.20 12:28:34	3.29.20 12:28:50	anonymous		karantäne	Bayern	Bayern	18-30
704	3.29.20 13:43:15	3.29.20 13:43:37	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
705	3.29.20 13:43:42	3.29.20 13:44:14	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
706	3.29.20 13:48:53	3.29.20 13:51:27	anonymous		karantäne	Niedersachsen	Berlin	31-40
707	3.29.20 16:54:48	3.29.20 16:55:28	anonymous		kwarantäne	Bayern	Berlin	51-60
708	3.29.20 17:23:25	3.29.20 17:24:36	anonymous		karantäne	Österreich	Nordrhein-Westfalen	41-50
709	3.29.20 22:25:28	3.29.20 22:26:41	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	41-50
710	3.29.20 23:20:18	3.29.20 23:20:53	anonymous		kwarantäne	Bayern	Hamburg	18-30
711	3.30.20 0:13:39	3.30.20 0:14:19	anonymous		kwarantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	31-40
712	3.30.20 0:43:33	3.30.20 0:44:41	anonymous		karantäne	Sachsen	Sachsen	18-30
713	3.30.20 9:47:47	3.30.20 9:48:12	anonymous		karantäne	Sachsen	Bremen	41-50
714	3.31.20 3:45:41	3.31.20 3:47:32	anonymous		karantäne	Nordrhein-Westfalen	Mecklenburg-Vorpommern	18-30
715	3.31.20 10:03:53	3.31.20 10:05:28	anonymous		karantäne	Hamburg	Hamburg	51-60
716	3.31.20 13:21:40	3.31.20 13:30:13	anonymous		kwarantäne	Thüringen	Sachsen	31-40
717	3.31.20 13:48:01	3.31.20 13:50:55	anonymous		karantäne	Nordrhein-Westfalen	Berlin	61-70
718	3.31.20 19:42:29	3.31.20 19:43:08	anonymous		kwarantäne	Bayern	Berlin	51-60
719	3.31.20 23:04:49	3.31.20 23:06:24	anonymous		kwarantäne	Rheinland-Pfalz	Nordrhein-Westfalen	18-30
720	3.31.20 23:46:34	3.31.20 23:47:10	anonymous		kwarantäne	Sachsen	Sachsen	61-70
721	4.1.20 8:59:47	4.1.20 9:01:53	anonymous		kwarantäne	Sachsen	Berlin	31-40
722	4.1.20 9:18:47	4.1.20 9:19:09	anonymous		kwarantäne	Sachsen	Sachsen	18-30
723	4.1.20 10:58:39	4.1.20 10:59:27	anonymous		karantäne	Rheinland-Pfalz	Berlin	41-50
724	4.1.20 14:59:54	4.1.20 15:02:21	anonymous		karantäne	Nordrhein-Westfalen	Hessen	51-60
725	4.1.20 18:41:17	4.1.20 18:42:12	anonymous		karantäne	Sachsen	Sachsen	31-40
726	4.1.20 18:53:17	4.1.20 18:54:01	anonymous		kwarantäne	Mecklenburg-Vorpommern	Thüringen	51-60
727	4.1.20 18:54:09	4.1.20 18:54:37	anonymous		karantäne	Thüringen	Thüringen	51-60
728	4.1.20 21:40:03	4.1.20 21:40:40	anonymous		karantäne	Berlin	Berlin	51-60
729	4.1.20 21:45:21	4.1.20 21:47:08	anonymous		karantäne	Mecklenburg-Vorpommern	Berlin	61-70
730	4.1.20 23:06:44	4.1.20 23:07:19	anonymous		karantäne	Bayern	Nordrhein-Westfalen	31-40
731	4.2.20 9:37:58	4.2.20 9:38:41	anonymous		kwarantäne	Sachsen	Sachsen	41-50
732	4.2.20 14:06:24	4.2.20 14:06:56	anonymous		kwarantäne	Sachsen-Anhalt	Hamburg	31-40
733	4.2.20 14:12:11	4.2.20 14:12:44	anonymous		karantäne	Rheinland-Pfalz	Nordrhein-Westfalen	31-40
734	4.3.20 0:29:32	4.3.20 0:30:31	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	41-50
735	4.3.20 2:29:16	4.3.20 2:30:26	anonymous		kwarantäne	Baden-Württemberg	Bayern	31-40
736	4.3.20 3:08:43	4.3.20 3:09:26	anonymous		karantäne	Rheinland-Pfalz	Baden-Württemberg	31-40
737	4.3.20 6:56:24	4.3.20 6:56:50	anonymous		karantäne	Rheinland-Pfalz	Rheinland-Pfalz	41-50
738	4.3.20 7:33:40	4.3.20 7:34:12	anonymous		kwarantäne	Mecklenburg-Vorpommern	Baden-Württemberg	41-50
739	4.3.20 7:41:00	4.3.20 7:41:22	anonymous		kwarantäne	Sachsen	Nordrhein-Westfalen	41-50
740	4.3.20 7:54:05	4.3.20 7:54:36	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	51-60
741	4.3.20 8:01:50	4.3.20 8:02:08	anonymous		kwarantäne	Baden-Württemberg	Baden-Württemberg	41-50
742	4.3.20 8:24:30	4.3.20 8:25:01	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	51-60
743	4.3.20 8:26:56	4.3.20 8:27:32	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	41-50
744	4.3.20 8:32:04	4.3.20 8:32:53	anonymous		karantäne	Hessen	Frankreich	31-40
745	4.3.20 8:40:51	4.3.20 8:41:56	anonymous		kwarantäne	Bayern	Bayern	18-30
746	4.3.20 8:49:16	4.3.20 8:49:39	anonymous		kwarantäne	Sachsen	Sachsen	31-40
747	4.3.20 8:54:59	4.3.20 8:55:18	anonymous		karantäne	Bayern	Bayern	18-30
748	4.3.20 10:58:40	4.3.20 10:59:13	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
749	4.3.20 11:04:39	4.3.20 11:05:02	anonymous		karantäne	Niedersachsen	Niedersachsen	18-30
750	4.3.20 11:55:54	4.3.20 11:56:33	anonymous		kwarantäne	Sachsen	Sachsen	51-60
751	4.3.20 14:45:47	4.3.20 14:46:08	anonymous		karantäne	Saarland	Saarland	18-30
752	4.3.20 15:30:49	4.3.20 15:32:41	anonymous		karantäne	Als Belgier in Nordrhein-Westfalen	Als Belgier (Flame) in Nordrhein-Westfalen	51-60
753	4.4.20 0:48:55	4.4.20 0:50:21	anonymous		karantäne	Sachsen	Brandenburg	31-40
754	4.4.20 7:08:29	4.4.20 7:09:14	anonymous		karantäne	Thüringen	Sachsen-Anhalt	41-50
755	4.4.20 7:12:46	4.4.20 7:13:17	anonymous		karantäne	Thüringen	Sachsen-Anhalt	31-40
756	4.4.20 12:20:31	4.4.20 12:21:06	anonymous		kwarantäne	Niedersachsen	Nordrhein-Westfalen	31-40
757	4.4.20 13:18:07	4.4.20 13:18:51	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
758	4.4.20 14:40:49	4.4.20 14:41:13	anonymous		karantäne	Hamburg	Hamburg	41-50
759	4.4.20 17:12:51	4.4.20 17:13:58	anonymous		karantäne	Sachsen	Sachsen	31-40
760	4.4.20 18:44:27	4.4.20 19:09:13	anonymous		karantäne	Niedersachsen	Berlin	18-30
761	4.6.20 0:19:36	4.6.20 0:28:24	anonymous		karantäne	Österreich	Berlin	51-60
762	4.6.20 10:57:49	4.6.20 10:58:17	anonymous		karantäne	Niedersachsen	Schleswig-Holstein	31-40
763	4.6.20 17:40:26	4.6.20 17:41:07	anonymous		karantäne	Baden-Württemberg	Baden-Württemberg	31-40
764	4.7.20 10:16:33	4.7.20 10:17:18	anonymous		karantäne	Bayern	Schweiz	18-30
765	4.7.20 12:05:56	4.7.20 12:06:57	anonymous		mal so mal so, meist karantäne	Schleswig-Holstein	Nordrhein-Westfalen	18-30
766	4.7.20 12:39:22	4.7.20 12:40:11	anonymous		karantäne	Nordrhein-Westfalen	Rheinland-Pfalz	31-40
767	4.7.20 14:07:18	4.7.20 14:13:45	anonymous		karantäne	Sachsen	Sachsen	18-30
768	4.8.20 9:06:06	4.8.20 9:06:57	anonymous		kwarantäne	Bayern	Bayern	18-30
769	4.8.20 9:55:14	4.8.20 9:55:45	anonymous		karantäne	Sachsen	Sachsen	31-40
770	4.8.20 15:27:39	4.8.20 15:28:22	anonymous		kuaranda	Nordrhein-Westfalen	Rheinland-Pfalz	31-40
771	4.8.20 20:37:01	4.8.20 20:37:20	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
772	4.9.20 16:02:14	4.9.20 16:15:06	anonymous		kwarantäne	Mecklenburg-Vorpommern	Berlin	51-60
773	4.10.20 19:03:02	4.10.20 19:16:24	anonymous		karantäne	Nordrhein-Westfalen	Nordrhein-Westfalen	18-30
